中文名,外文名,机构属性,行动领域,细分行动领域,设立年份,所在地,官网,微信公众号,LinkedIn,机构介绍,参考资料
丝绸之路农业教育科技创新联盟,Silkroad Agricultural Education and Research Innovation Alliance (SAERIA),国际组织年鉴,教育培养,农业教育-科研合作网络,2016,陕西咸阳,https://saeria.nwsuaf.edu.cn/,,,,
世界骨科联盟,World Orthopaedic Alliance (WOA),国际组织年鉴,卫生健康,医学-骨科与运动医学,2012,北京,https://www.woa-assn.org/,,,,
世界食事论坛,World Shiology Forum (WSF),国际组织年鉴,卫生健康,传统医学-食疗与健康促进,2017,北京,http://shiology.world/,世界食事论坛,,,
国际材料技术促进中心,International Center for Materials Technology Promotion (ICM),国际组织年鉴,产业制造,材料工程-技术转移,2002,北京,,,,,
国际易学联合会,International Association of I-Ching Studies (IAICS),"国际性社会组织,国际组织年鉴",文体交流,人文哲学-易学与传统文化研究,2004,广东广州,https://www.gjyxlhh.com/,哲学中国,,,
亚太地区蚕桑培训中心,Regional Sericultural Training Centre for Asia-Pacific (RSTCAP),国际组织年鉴,农业食品,农业发展-蚕桑技术培训,1982,广东广州,,华农蚕桑宝,,,
国际洪水管理大会常设秘书处,International Conferences on Flood Management (ICFM),国际组织年鉴,气候能源,水利防灾-洪水管理,2017,北京,https://www.icfm.world/,国际洪水管理大会,,,
亚洲学院,The Asia Institute,国际组织年鉴,政策治理,区域研究-亚洲政治经济,2006,上海,https://asiainstitute.org/,,,,
中国成都亚太区域沼气研究和培训中心,Biogas Research and Training Centre for Asia and the Pacific (BRTC),国际组织年鉴,气候能源,能源-农村能源,1981,四川成都,https://biogas.caas.cn/,农业农村部成都沼气科学研究所,,,
国际植物园协会（秘书处）,International Association of Botanic Gardens (IABG),国际组织年鉴,农业食品,植物科学-植物园网络,2013,广东广州,https://scbg.cas.cn/,华南植物园,,,
国际风筝联合会,International Kite Federation (IKF),"国际性社会组织,国际组织年鉴",文体交流,体育文化-风筝运动与交流,1989,山东潍坊,https://kitefederation.org/,潍坊国际风筝会,,,
联合国粮食及农业组织驻华代表处,Food and Agriculture Organization of the United Nations (FAO) Representation in China,,农业食品,粮食安全-农业发展,1983,北京,https://www.fao.org/china/,联合国粮农组织,,,
联合国全球契约组织在华联络办公室,United Nations Global Compact (UNGC) Liaison Office in China,,金融治理,企业可持续-ESG,2017,北京,https://cn.unglobalcompact.org,UNGC联合国全球契约组织,,,
国际民航组织亚洲和太平洋地区分办事处,International Civil Aviation Organization (ICAO) Asia and Pacific Regional Sub-Office (ICAO APAC RSO),,政策治理,民航治理-航空安全,2013,北京,https://www.icao.int/APAC/APAC-RSO,,,,
国际农业发展基金驻华代表处,International Fund for Agricultural Development (IFAD) China Office,,农业食品,农村发展-减贫融资,2005,北京,https://www.ifad.org/en/w/countries/china,,,,
国际劳工组织北京局,International Labour Organization (ILO) Country Office for China and Mongolia,,政策治理,劳工权益-就业政策,1985,北京,https://www.ilo.org/ilo-office-china-and-mongolia,国际劳工组织北京局,,,
国际移民组织驻华代表处,International Organization for Migration (IOM) Mission in China,,政策治理,移民治理-人道援助,2007,北京,https://china.iom.int/zh-hans,国际移民组织,,,
联合国妇女署驻华办事处,UN Women China,,政策治理,性别平等-妇女赋权,1998,北京,https://asiapacific.unwomen.org/en/countries/china,联合国妇女署,,,
联合国艾滋病规划署驻华办事处,Joint United Nations Programme on HIV/AIDS (UNAIDS) Office in China,,卫生健康,公共卫生-艾滋病防治,1996,北京,http://www.unaids.org.cn/,联合国艾滋病规划署,,,
联合国开发计划署驻华代表处,United Nations Development Programme (UNDP) China,,政策治理,发展合作-治理能力,1979,北京,https://www.undp.org/zh/china,联合国开发计划署,,,
联合国环境规划署驻华代表处,United Nations Environment Programme (UNEP) China,,气候能源,环境与生态-气候变化,2003,北京,https://www.unep.org/china,联合国环境规划署,,,
联合国教科文组织东亚地区办事处,UNESCO Regional Office for East Asia (UNESCO Beijing),,教育培养,教育-科学,1984,北京,https://www.unesco.org/zh/fieldoffice/beijing,联合国教科文组织,,,
联合国人口基金驻华代表处,United Nations Population Fund (UNFPA) China,,卫生健康,人口与发展-生殖健康,1978,北京,https://china.unfpa.org/zh-Hans,联合国人口基金,,,
联合国人居署中国办公室,UN-Habitat China,,政策治理,城市治理-可持续城市,1992,北京,https://unhabitat.org/china,,,,
联合国难民署驻华代表处,United Nations High Commissioner for Refugees (UNHCR) China,,政策治理,难民保护-人道救援,1979,北京,https://www.unhcr.org/cn/,联合国难民署,,,
联合国儿童基金会驻华办事处,United Nations Children’s Fund (UNICEF) China,,政策治理,儿童保护-教育卫生,1979,北京,https://www.unicef.cn/,联合国儿童基金会,,,
联合国工业发展组织驻华代表处,United Nations Industrial Development Organization (UNIDO) Sub-Regional Office,,产业制造,工业发展-技术转移,1998,北京,https://www.unido.org/,联合国工业发展组织,,,
联合国工业发展组织投资和技术促进办公室（中国·北京）,UNIDO Investment and Technology Promotion Office (UNIDO ITPO) Beijing,,金融治理,产业投资促进-技术合作,1990,北京,https://itpo-beijing.unido.org/,UNIDO ITPO北京,,,
联合国工业发展组织投资和技术促进办公室（中国·上海）,,,,,,上海,,,,,
联合国工业发展组织中国南南工业合作中心,,,,,,北京,,,,,
联合国工业发展组织第四次工业革命产业加速器（杭州）,,,,,,浙江杭州,,,,,
联合国训练研究所上海国际培训中心,UNITAR CIFAL Shanghai,,教育培养,能力建设-公共管理培训,2004,上海,http://cifalshanghai.org/,联合国训练研究所上海培训中心,,,
联合国项目事务署中国办公室,United Nations Office for Project Services (UNOPS) China,,政策治理,项目执行-基础设施,2015,北京,https://www.unops.org/china,,,,
联合国驻华协调员办公室,United Nations Resident Coordinator Office (UNRCO) in China,,政策治理,联合国协调机制-发展统筹,1979,北京,https://china.un.org/,,,,
联合国志愿人员组织驻华相关办公室,United Nations Volunteers (UNV) China Office,,公益服务,志愿服务-人力支持,1981,北京,https://www.unv.org/,,,,
世界粮食计划署驻华办公室,World Food Programme (WFP) China Office,,政策治理,粮食援助-应急响应,1980,北京,https://zh.wfp.org/,联合国世界粮食计划署,,,
世界知识产权组织中国办事处,World Intellectual Property Organization (WIPO) Office in China,,金融治理,知识产权-创新治理,2014,北京,https://www.wipo.int/zh/web/office-china,WIPO中国,,,
亚洲开发银行驻中国代表处,Asian Development Bank (ADB) PRC Resident Mission,,金融治理,发展融资-基础设施,2000,北京,https://www.adb.org/zh,亚洲开发银行,,,
欧洲复兴开发银行北京代表处,European Bank for Reconstruction and Development (EBRD) Beijing,,公益服务,发展融资-私营部门发展,2016,北京,https://www.ebrd.com/,,,,
红十字国际委员会东亚地区代表处,International Committee of the Red Cross Regional Delegation (ICRC) for East Asia,,公益服务,人道援助-冲突救援,2005,北京,https://www.icrc.org/zh,红十字国际委员会,,,
国际金融公司驻中国代表处,International Finance Corporation (IFC) Resident Mission in China,,金融治理,私营部门投融资-发展金融,1992,北京,https://www.ifc.org/,,,,
国际货币基金组织驻华代表处,International Monetary Fund (IMF) Resident Representative for China,,金融治理,经济与金融-金融稳定,1991,北京,https://www.imf.org/zh/countries/resrep/chn,国际货币基金组织,,,
世界银行驻华代表处,The World Bank (WBG) China Office,,金融治理,发展融资-减贫项目,1985,北京,https://www.shihang.org/,世界银行,,,
中国古迹遗址保护协会(国际古迹遗址理事会中国国家委员会),ICOMOS China,,文体交流,文化遗产保护-专业协会,1993,北京,http://www.icomoschina.org.cn/,中国古迹遗址保护协会,,,
国际古迹遗址理事会西安国际保护中心,,,,,,陕西西安,,,,,
联合国教科文组织国际创意与可持续发展中心,International Centre for Creativity and Sustainable Development (ICCSD) under the auspices of UNESCO,,文体交流,创意经济-可持续发展,2015,北京,https://city.cri.cn/unesco-iccsd,国际创意与可持续发展中心,,,
联合国教科文组织教师教育中心,Teacher Education Centre under the auspices of UNESCO (UNESCO-TEC),,教育培养,教师教育-教育能力建设,2017,上海,https://www.tec-unesco.org.cn/,联合国教科文组织教师教育中心,,,
联合国教科文组织国际岩溶研究中心,International Research Center on Karst (IRCK) under the auspices of UNESCO,,气候能源,岩溶地学-生态水文,2008,广西桂林,http://www.irck.org.cn/yrzx/index.html,中国地质科学院岩溶地质研究所,,,
美国美中贸易全国委员会上海代表处,U.S.-China Business Council (USCBC) Shanghai Office,境外非政府组织,金融治理,经贸合作-政策倡议,2017,上海,https://www.uschina.org/,美中贸易全国委员会,,,
俄罗斯联邦工商会上海代表处,Chamber of Commerce and Industry of the Russia Federation (TPPRF) Shanghai Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2017,上海,https://www.tpprf.ru/,,,,
加拿大加中贸易理事会上海代表处,Canada China Business Council (CCBC) Shanghai Representative Office,境外非政府组织,金融治理,贸易促进-投资合作,2017,上海,https://ccbc.com/zh-hans/chapters/shanghai/,加中贸易理事会,,,
世界健康基金会（美国）上海代表处,Project HOPE (Health Opportunities for People Everywhere) Shanghai Representative Office,境外非政府组织,卫生健康,公共卫生-医疗援助,2017,上海,https://www.projecthope.org/region/asia/china/,世界健康基金会,,,
应善良福利基金会（香港）上海办事处,Yin Shin Leung (YSL) Charitable Foundation Shanghai Office,境外非政府组织,公益服务,慈善公益-教育资助,2017,上海,http://www.ysl-foundation.com/,,,,
香港工业总会深圳代表处,Federation of Hong Kong Industries (FHKI) Shenzhen Representative Office,境外非政府组织,产业制造,产业合作-制造业网络,2017,广东深圳,https://www.industryhk.org/,香港工业总会深圳代表处,,,
香港中华厂商联合会广州代表处,The Chinese Manufacturers'Association (CMA) of Hong Kong Guangzhou Representative Office,境外非政府组织,金融治理,商会服务-经贸合作,2017,广东广州,https://www.cma.org.hk/,香港中華廠商聯合會廣州代表處,,,
香港中华总商会广州代表处,The Chinese General Chamber of Commerce (CGCC) Guangzhou Representative Office,境外非政府组织,金融治理,商会服务-贸易投资促进,2017,广东广州,https://www.cgcc.org.hk/,香港中華總商會,,,
台湾贸易中心广州代表处,Taiwan Trade Center (TTC) Guangzhou Representative Office,境外非政府组织,金融治理,贸易促进-展会服务,2017,广东广州,,台湾贸易中心广州代表处,,,
嘉里集团郭氏基金会（香港）北京代表处,Kerry Group Kuok Foundation (KGKF) Beijing Representative Office,境外非政府组织,公益服务,慈善公益-教育支持,2017,北京,https://www.kuokgroup.com/zh,嘉里集团郭氏基金会,,,
微笑列车基金会（美国）北京代表处,Smile Train China,境外非政府组织,卫生健康,公共卫生-儿童健康,2017,北京,http://smiletrainchina.org/,微笑列车,,,
利保益基金会（德国）北京代表处,Representative Office of the Lipoid Stiftung in Beijing,境外非政府组织,公益服务,慈善公益-儿童福利,2017,北京,https://www.lipoid-stiftung.de/,LipoidStiftung,,,
国际救助儿童会（英国）北京代表处,Save the Children China,境外非政府组织,公益服务,儿童保护-教育与健康,2017,北京,http://savethechildren.org.cn/,救助儿童会,,,
欣欣教育基金会（美国）北京代表处,Shin Shin Educational Foundation (SSEF) Beijing Representative Office,境外非政府组织,教育培养,教育公益-乡村教育,2017,北京,https://shinshinfoundation.org/,欣欣教育基金会,,,
美国中华医学基金会北京代表处,China Medical Board (CMB) Beijing Representative Office,境外非政府组织,卫生健康,公共卫生-医学教育,2017,北京,https://cmbfound.org/,美国中华医学基金会,,,
新希望基金会（香港）北京代表处,New Hope Foundation Beijing Representative Office,境外非政府组织,公益服务,慈善公益-教育支持,2017,北京,https://newhope.foundation/,,,,
